"local","parcela","arvore","fuste","cap","h","especie"
"retiro",4,174,3,180,50,"Mela 1"
"retiro",4,174,4,160,50,"Mela 1"
"retiro",4,175,1,340,120,"Tabebuia cassinoides"
"retiro",4,176,1,340,100,"Tabebuia cassinoides"
"retiro",4,177,1,200,80,"Tabebuia cassinoides"
"retiro",4,178,1,330,100,"Tabebuia cassinoides"
"retiro",4,179,1,270,80,"Tabebuia cassinoides"
"retiro",4,180,1,320,50,"Mela 1"
"retiro",4,181,1,230,70,"Mela 1"
"retiro",4,182,1,160,30,"Mela 1"
"retiro",4,183,1,320,20,"Mela 1"
"retiro",4,184,1,150,30,"Mela 1"
"retiro",4,185,1,110,70,"Mela 1"
"retiro",4,185,2,250,70,"Mela 1"
"retiro",4,186,1,230,30,"Tabebuia cassinoides"
"retiro",4,187,1,270,50,"Tabebuia cassinoides"
"retiro",4,188,1,220,40,"Tabebuia cassinoides"
"retiro",4,189,1,160,40,"Mela 1"
"retiro",4,190,1,150,40,"Mela 1"
"retiro",4,191,1,190,40,"Mela 1"
"retiro",5,192,1,370,100,"Coussapoa micropoda"
"retiro",5,193,1,300,70,"Tabebuia cassinoides"
"retiro",5,194,1,350,70,"Tabebuia cassinoides"
"retiro",5,195,1,420,90,"Tabebuia cassinoides"
"retiro",5,196,1,300,80,"Coussapoa micropoda"
"retiro",5,197,1,200,50,"Mela 1"
"retiro",5,198,1,280,70,"Tabebuia cassinoides"
"retiro",5,199,1,220,50,"Mela 1"
"retiro",5,200,1,230,50,"Mela 1"
"retiro",5,201,1,160,50,"Mela 1"
"retiro",5,202,1,200,50,"Mela 1"
"retiro",5,203,1,150,20,"Mela 1"
